No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
194;7,371650;;192,168,100,98;104,18,30,87;TLSv1,2;571;Client Hello;;;7,371650;7,371652;2E-06;;-0,000257;0,000259;0,000516
195;7,371652;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;7,371652;7,371911;0,000259;;-0,002516;0,002775;0,005291
196;7,371911;;104,18,30,87;192,168,100,98;TCP;54;443  >  65398 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,371911;7,374686;0,002775;;0,002412;0,000363;-0,002049
197;7,374686;;104,18,30,87;192,168,100,98;TCP;54;443  >  65399 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,374686;7,375049;0,000363;;-0,001033;0,001396;0,002429
198;7,375049;;192,168,100,98;104,18,30,87;TLSv1,3;571;Client Hello;;;7,375049;7,376445;0,001396;;0,001396;0;-0,001396
199;7,376445;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,376445;7,376445;0;;-0,002138;0,002138;0,004276
200;7,376445;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,376445;7,378583;0,002138;;0,001974;0,000164;-0,00181
201;7,378583;;104,18,30,87;192,168,100,98;TCP;54;443  >  65400 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,378583;7,378747;0,000164;;0,000164;0;-0,000164
202;7,378747;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65398 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,378747;7,378747;0;;-4,8E-05;4,8E-05;9,6E-05
203;7,378747;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,378747;7,378795;4,8E-05;;-0,000434;0,000482;0,000916
204;7,378795;;192,168,100,98;104,18,30,87;TCP;54;65398  >  443 [ACK] Seq=518 Ack=4193 Win=131584 Len=0;;;7,378795;7,379277;0,000482;;0,000482;0;-0,000482
205;7,379277;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,379277;7,379277;0;;-5,7E-05;5,7E-05;0,000114
206;7,379277;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,379277;7,379334;5,7E-05;;-0,000532;0,000589;0,001121
207;7,379334;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;7,379334;7,379923;0,000589;;0,000287;0,000302;1,5E-05
208;7,379923;;192,168,100,98;104,18,30,87;TLSv1,2;571;Client Hello;;;7,379923;7,380225;0,000302;;0,000302;0;-0,000302
209;7,380225;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,380225;7,380225;0;;0;0;0
210;7,380225;;104,18,30,87;192,168,100,98;TLSv1,3;468;Application Data;;;7,380225;7,380225;0;;-3,6E-05;3,6E-05;7,2E-05
211;7,380225;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,380225;7,380261;3,6E-05;;-0,000716;0,000752;0,001468
212;7,380261;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=7568 Win=131584 Len=0;;;7,380261;7,381013;0,000752;;0,000752;0;-0,000752
213;7,381013;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,381013;7,381013;0;;0;0;0
214;7,381013;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,381013;7,381013;0;;0;0;0
215;7,381013;;104,18,30,87;192,168,100,98;TLSv1,3;294;Application Data;;;7,381013;7,381013;0;;-4,1E-05;4,1E-05;8,2E-05
216;7,381013;;104,18,30,87;192,168,100,98;TLSv1,3;104;Application Data;;;7,381013;7,381054;4,1E-05;;-0,000311;0,000352;0,000663
217;7,381054;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=10661 Win=131584 Len=0;;;7,381054;7,381406;0,000352;;0,000352;0;-0,000352
218;7,381406;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,381406;7,381406;0;;0;0;0
219;7,381406;;104,18,30,87;192,168,100,98;TLSv1,3;810;Application Data;;;7,381406;7,381406;0;;-5,8E-05;5,8E-05;0,000116
220;7,381406;;104,18,30,87;192,168,100,98;TLSv1,3;346;Application Data;;;7,381406;7,381464;5,8E-05;;-0,00126;0,001318;0,002578
221;7,381464;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=13100 Win=131584 Len=0;;;7,381464;7,382782;0,001318;;0,001318;0;-0,001318
222;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,382782;7,382782;0;;0;0;0
223;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;365;Application Data;;;7,382782;7,382782;0;;0;0;0
224;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;1060;Application Data;;;7,382782;7,382782;0;;0;0;0
225;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;1052;Application Data;;;7,382782;7,382782;0;;0;0;0
226;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;353;Application Data;;;7,382782;7,382782;0;;0;0;0
227;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,382782;7,382782;0;;0;0;0
228;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;238;Application Data;;;7,382782;7,382782;0;;0;0;0
229;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,382782;7,382782;0;;0;0;0
230;7,382782;;104,18,30,87;192,168,100,98;TLSv1,3;323;Application Data;;;7,382782;7,382782;0;;-6,7E-05;6,7E-05;0,000134
231;7,382782;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,382782;7,382849;6,7E-05;;2,6E-05;4,1E-05;1,5E-05
232;7,382849;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=18949 Win=131584 Len=0;;;7,382849;7,382890;4,1E-05;;-0,000319;0,00036;0,000679
233;7,382890;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;7,382890;7,383250;0,00036;;0,000313;4,7E-05;-0,000266
234;7,383250;;192,168,100,98;104,18,30,87;TLSv1,3;571;Client Hello;;;7,383250;7,383297;4,7E-05;;4,7E-05;0;-4,7E-05
235;7,383297;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,383297;7,383297;0;;0;0;0
236;7,383297;;104,18,30,87;192,168,100,98;TLSv1,3;1009;Application Data;;;7,383297;7,383297;0;;0;0;0
237;7,383297;;104,18,30,87;192,168,100,98;TLSv1,3;1049;Application Data;;;7,383297;7,383297;0;;-3,2E-05;3,2E-05;6,4E-05
238;7,383297;;104,18,30,87;192,168,100,98;TLSv1,3;105;Application Data;;;7,383297;7,383329;3,2E-05;;-0,000685;0,000717;0,001402
239;7,383329;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=20950 Win=131584 Len=0;;;7,383329;7,384046;0,000717;;0,000717;0;-0,000717
240;7,384046;;104,18,30,87;192,168,100,98;TLSv1,3;1020;Application Data;;;7,384046;7,384046;0;;0;0;0
241;7,384046;;104,18,30,87;192,168,100,98;TLSv1,3;1055;Application Data;;;7,384046;7,384046;0;;-4E-05;4E-05;8E-05
242;7,384046;;104,18,30,87;192,168,100,98;TLSv1,3;1045;Application Data;;;7,384046;7,384086;4E-05;;-0,000313;0,000353;0,000666
243;7,384086;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=23908 Win=131584 Len=0;;;7,384086;7,384439;0,000353;;0,000353;0;-0,000353
244;7,384439;;104,18,30,87;192,168,100,98;TLSv1,3;1091;Application Data;;;7,384439;7,384439;0;;0;0;0
245;7,384439;;104,18,30,87;192,168,100,98;TLSv1,3;1021;Application Data;;;7,384439;7,384439;0;;0;0;0
246;7,384439;;104,18,30,87;192,168,100,98;TLSv1,3;360;Application Data;;;7,384439;7,384439;0;;-8,5E-05;8,5E-05;0,00017
247;7,384439;;104,18,30,87;192,168,100,98;TLSv1,3;267;Application Data;;;7,384439;7,384524;8,5E-05;;-0,00199;0,002075;0,004065
248;7,384524;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=26431 Win=131584 Len=0;;;7,384524;7,386599;0,002075;;0,001839;0,000236;-0,001603
249;7,386599;;192,168,100,98;104,18,30,87;TLSv1,3;571;Client Hello;;;7,386599;7,386835;0,000236;;-0,002148;0,002384;0,004532
250;7,386835;;104,18,30,87;192,168,100,98;TCP;54;443  >  65402 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,386835;7,389219;0,002384;;0,001857;0,000527;-0,00133
251;7,389219;;104,18,30,87;192,168,100,98;TCP;54;443  >  65401 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,389219;7,389746;0,000527;;0,000527;0;-0,000527
252;7,389746;;104,18,30,87;192,168,100,98;TLSv1,3;118;Application Data, Application Data;;;7,389746;7,389746;0;;0;0;0
253;7,389746;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,389746;7,389746;0;;-6,1E-05;6,1E-05;0,000122
254;7,389746;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65402 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,389746;7,389807;6,1E-05;;-2,3E-05;8,4E-05;0,000107
255;7,389807;;192,168,100,98;104,18,30,87;TCP;54;65395  >  443 [ACK] Seq=4755 Ack=26495 Win=131328 Len=0;;;7,389807;7,389891;8,4E-05;;-0,001424;0,001508;0,002932
256;7,389891;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;7,389891;7,391399;0,001508;;-0,001615;0,003123;0,004738
257;7,391399;;192,168,100,98;104,18,30,87;TLSv1,3;571;Client Hello;;;7,391399;7,394522;0,003123;;0,000206;0,002917;0,002711
258;7,394522;;192,168,100,98;104,18,30,87;TLSv1,3;571;Client Hello;;;7,394522;7,397439;0,002917;;0,002577;0,00034;-0,002237
259;7,397439;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,397439;7,397779;0,00034;;-0,003036;0,003376;0,006412
260;7,397779;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,397779;7,401155;0,003376;;0,002886;0,00049;-0,002396
261;7,401155;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,401155;7,401645;0,00049;;-0,002817;0,003307;0,006124
263;7,401645;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,401645;7,404952;0,003307;;0,002738;0,000569;-0,002169
264;7,404952;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,404952;7,405521;0,000569;;-0,002475;0,003044;0,005519
265;7,405521;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,405521;7,408565;0,003044;;0,002678;0,000366;-0,002312
266;7,408565;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,408565;7,408931;0,000366;;-0,003136;0,003502;0,006638
267;7,408931;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,408931;7,412433;0,003502;;0,003114;0,000388;-0,002726
268;7,412433;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,412433;7,412821;0,000388;;-0,001585;0,001973;0,003558
269;7,412821;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,412821;7,414794;0,001973;;0,00194;3,3E-05;-0,001907
270;7,414794;;192,168,100,98;192.168.100.111;TCP;54;59361  >  8009 [ACK] Seq=221 Ack=221 Win=512 Len=0;;;7,414794;7,414827;3,3E-05;;-0,010061;0,010094;0,020155
271;7,414827;;192,168,100,98;192.168.100.111;TCP;54;59360  >  8009 [ACK] Seq=221 Ack=221 Win=512 Len=0;;;7,414827;7,424921;0,010094;;-0,047234;0,057328;0,104562
272;7,424921;;104,18,30,87;192,168,100,98;TCP;54;443  >  65403 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,424921;7,482249;0,057328;;0,057328;0;-0,057328
273;7,482249;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,482249;7,482249;0;;-0,003787;0,003787;0,007574
274;7,482249;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,482249;7,486036;0,003787;;0,003512;0,000275;-0,003237
275;7,486036;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,486036;7,486311;0,000275;;-0,000363;0,000638;0,001001
276;7,486311;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,486311;7,486949;0,000638;;0,000638;0;-0,000638
277;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Previous segment not captured] 443  >  65401 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368 [TCP segment of a reassembled PDU];;;7,486949;7,486949;0;;0;0;0
278;7,486949;;104,18,30,87;192,168,100,98;TLSv1,2;1466;[TCP Previous segment not captured] , Ignored Unknown Record;;;7,486949;7,486949;0;;0;0;0
279;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,486949;7,486949;0;;0;0;0
280;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Previous segment not captured] 443  >  65404 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368 [TCP segment of a reassembled PDU];;;7,486949;7,486949;0;;0;0;0
281;7,486949;;104,18,30,87;192,168,100,98;TLSv1,2;1466;[TCP Previous segment not captured] , Ignored Unknown Record;;;7,486949;7,486949;0;;0;0;0
282;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,486949;7,486949;0;;0;0;0
283;7,486949;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65406 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,486949;7,486949;0;;0;0;0
284;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,486949;7,486949;0;;0;0;0
285;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,486949;7,486949;0;;0;0;0
286;7,486949;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65407 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,486949;7,486949;0;;0;0;0
287;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,486949;7,486949;0;;0;0;0
288;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Spurious Retransmission] 443  >  65402 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
289;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;443  >  65403 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
290;7,486949;;104,18,30,87;192,168,100,98;TCP;54;443  >  65408 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,486949;7,486949;0;;0;0;0
291;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Retransmission] 443  >  65401 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
292;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Retransmission] 443  >  65404 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
293;7,486949;;104,18,30,87;192,168,100,98;TLSv1,2;1422;Ignored Unknown Record;;;7,486949;7,486949;0;;0;0;0
294;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,486949;7,486949;0;;0;0;0
295;7,486949;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65408 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,486949;7,486949;0;;0;0;0
296;7,486949;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,486949;7,486949;0;;0;0;0
297;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Retransmission] 443  >  65406 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
298;7,486949;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Retransmission] 443  >  65407 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,486949;7,486949;0;;0;0;0
299;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65397 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,486949;7,486949;0;;0;0;0
300;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65397 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,486949;7,486949;0;;0;0;0
301;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65396 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,486949;7,486949;0;;0;0;0
302;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65396 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,486949;7,486949;0;;0;0;0
303;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65396 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,486949;7,486949;0;;0;0;0
304;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65400 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,486949;7,486949;0;;0;0;0
305;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65397 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,486949;7,486949;0;;0;0;0
306;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65399 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,486949;7,486949;0;;0;0;0
307;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65399 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,486949;7,486949;0;;-0,000174;0,000174;0,000348
308;7,486949;;104,18,30,87;192,168,100,98;TCP;56;443  >  65399 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,486949;7,487123;0,000174;;0,000106;6,8E-05;-3,8E-05
309;7,487123;;192,168,100,98;104,18,30,87;TCP;66;65401  >  443 [ACK] Seq=518 Ack=1413 Win=131584 Len=0 SLE=2825 SRE=4193;;;7,487123;7,487191;6,8E-05;;1,6E-05;5,2E-05;3,6E-05
310;7,487191;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 164#1] 65403  >  443 [ACK] Seq=518 Ack=1 Win=131584 Len=0 SLE=1413 SRE=2825;;;7,487191;7,487243;5,2E-05;;1,3E-05;3,9E-05;2,6E-05
311;7,487243;;192,168,100,98;104,18,30,87;TCP;66;65404  >  443 [ACK] Seq=518 Ack=1413 Win=131584 Len=0 SLE=2825 SRE=4193;;;7,487243;7,487282;3,9E-05;;-2E-05;5,9E-05;7,9E-05
312;7,487282;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 171#1] 65405  >  443 [ACK] Seq=518 Ack=1 Win=131584 Len=0 SLE=1413 SRE=2825;;;7,487282;7,487341;5,9E-05;;2,7E-05;3,2E-05;5E-06
313;7,487341;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 275#1] 65402  >  443 [ACK] Seq=2664 Ack=4193 Win=130048 Len=0 SLE=2825 SRE=4193;;;7,487341;7,487373;3,2E-05;;9E-06;2,3E-05;1,4E-05
314;7,487373;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 164#2] 65403  >  443 [ACK] Seq=518 Ack=1 Win=131584 Len=0 SLE=1413 SRE=4193;;;7,487373;7,487396;2,3E-05;;-3,8E-05;6,1E-05;9,9E-05
315;7,487396;;192,168,100,98;104,18,30,87;TCP;74;[TCP Dup ACK 309#1] 65401  >  443 [ACK] Seq=518 Ack=1413 Win=131584 Len=0 SLE=2825 SRE=4193 SLE=2825 SRE=4193;;;7,487396;7,487457;6,1E-05;;4E-05;2,1E-05;-1,9E-05
316;7,487457;;192,168,100,98;104,18,30,87;TCP;74;[TCP Dup ACK 311#1] 65404  >  443 [ACK] Seq=518 Ack=1413 Win=131584 Len=0 SLE=2825 SRE=4193 SLE=2825 SRE=4193;;;7,487457;7,487478;2,1E-05;;-4E-06;2,5E-05;2,9E-05
317;7,487478;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 171#2] 65405  >  443 [ACK] Seq=518 Ack=1 Win=131584 Len=0 SLE=1413 SRE=4193;;;7,487478;7,487503;2,5E-05;;-4E-06;2,9E-05;3,3E-05
318;7,487503;;192,168,100,98;104,18,30,87;TCP;66;65406  >  443 [ACK] Seq=518 Ack=4193 Win=131584 Len=0 SLE=2825 SRE=4193;;;7,487503;7,487532;2,9E-05;;-4,2E-05;7,1E-05;0,000113
319;7,487532;;192,168,100,98;104,18,30,87;TCP;66;65407  >  443 [ACK] Seq=518 Ack=4193 Win=131584 Len=0 SLE=2825 SRE=4193;;;7,487532;7,487603;7,1E-05;;-8,8E-05;0,000159;0,000247
320;7,487603;;192,168,100,98;104,18,30,87;TCP;54;65408  >  443 [ACK] Seq=518 Ack=4193 Win=131584 Len=0;;;7,487603;7,487762;0,000159;;0,000159;0;-0,000159
321;7,487762;;104,18,30,87;192,168,100,98;TCP;56;443  >  65398 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,487762;7,487762;0;;0;0;0
322;7,487762;;104,18,30,87;192,168,100,98;TCP;56;443  >  65398 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,487762;7,487762;0;;0;0;0
323;7,487762;;104,18,30,87;192,168,100,98;TCP;56;443  >  65398 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,487762;7,487762;0;;0;0;0
324;7,487762;;104,18,30,87;192,168,100,98;TCP;54;443  >  65409 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;7,487762;7,487762;0;;0;0;0
325;7,487762;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;7,487762;7,487762;0;;0;0;0
326;7,487762;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65409 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;7,487762;7,487762;0;;0;0;0
327;7,487762;;104,18,30,87;192,168,100,98;TCP;56;443  >  65400 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,487762;7,487762;0;;-4E-05;4E-05;8E-05
328;7,487762;;104,18,30,87;192,168,100,98;TCP;56;443  >  65400 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,487762;7,487802;4E-05;;-0,004074;0,004114;0,008188
329;7,487802;;192,168,100,98;104,18,30,87;TCP;54;65409  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;7,487802;7,491916;0,004114;;0,003827;0,000287;-0,00354
330;7,491916;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,491916;7,492203;0,000287;;-0,002137;0,002424;0,004561
331;7,492203;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,492203;7,494627;0,002424;;0,002159;0,000265;-0,001894
332;7,494627;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,494627;7,494892;0,000265;;-0,002481;0,002746;0,005227
333;7,494892;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,494892;7,497638;0,002746;;0,002478;0,000268;-0,00221
334;7,497638;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,497638;7,497906;0,000268;;-0,005473;0,005741;0,011214
335;7,497906;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,497906;7,503647;0,005741;;0,005741;0;-0,005741
337;7,503647;;104,18,30,87;192,168,100,98;TLSv1,3;1422;Application Data;;;7,503647;7,503647;0;;-4,2E-05;4,2E-05;8,4E-05
338;7,503647;;104,18,30,87;192,168,100,98;TCP;1422;[TCP Spurious Retransmission] 443  >  65408 [PSH, ACK] Seq=2825 Ack=518 Win=68608 Len=1368;;;7,503647;7,503689;4,2E-05;;-0,001101;0,001143;0,002244
339;7,503689;;192,168,100,98;104,18,30,87;TCP;66;[TCP Dup ACK 320#1] 65408  >  443 [ACK] Seq=2664 Ack=4193 Win=131584 Len=0 SLE=2825 SRE=4193;;;7,503689;7,504832;0,001143;;0,000563;0,00058;1,7E-05
340;7,504832;;104,18,30,87;192,168,100,98;TCP;56;443  >  65402 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,504832;7,505412;0,00058;;0,00058;0;-0,00058
341;7,505412;;104,18,30,87;192,168,100,98;TCP;56;443  >  65402 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,505412;7,505412;0;;-0,00081;0,00081;0,00162
342;7,505412;;104,18,30,87;192,168,100,98;TCP;56;443  >  65402 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,505412;7,506222;0,00081;;0,000483;0,000327;-0,000156
343;7,506222;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,506222;7,506549;0,000327;;-0,00474;0,005067;0,009807
344;7,506549;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,506549;7,511616;0,005067;;0,005067;0;-0,005067
345;7,511616;;104,18,30,87;192,168,100,98;TCP;56;443  >  65406 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,511616;7,511616;0;;0;0;0
346;7,511616;;104,18,30,87;192,168,100,98;TCP;56;443  >  65406 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,511616;7,511616;0;;-0,001535;0,001535;0,00307
347;7,511616;;104,18,30,87;192,168,100,98;TCP;56;443  >  65406 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,511616;7,513151;0,001535;;0,000847;0,000688;-0,000159
348;7,513151;;104,18,30,87;192,168,100,98;TCP;56;443  >  65407 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,513151;7,513839;0,000688;;0,000688;0;-0,000688
349;7,513839;;104,18,30,87;192,168,100,98;TCP;1466;[TCP Out-Of-Order] 443  >  65403 [ACK] Seq=1 Ack=518 Win=68608 Len=1412;;;7,513839;7,513839;0;;-3,4E-05;3,4E-05;6,8E-05
350;7,513839;;104,18,30,87;192,168,100,98;TCP;1466;[TCP Out-Of-Order] 443  >  65405 [ACK] Seq=1 Ack=518 Win=68608 Len=1412;;;7,513839;7,513873;3,4E-05;;-2,9E-05;6,3E-05;9,2E-05
351;7,513873;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=518 Ack=4193 Win=131584 Len=0;;;7,513873;7,513936;6,3E-05;;-0,000132;0,000195;0,000327
