No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1226;8,856676;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3178 Win=512 Len=0;;;8,856676;8,858894;0,002217669;;1,06581E-14;0,002217669;0,002217669
1230;8,858894;;162.159.134.234;192,168,100,98;TLSv1,2;164;Application Data;;;8,858894;8,861111;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1231;8,861111;;162.159.134.234;192,168,100,98;TLSv1,2;94;Application Data;;;8,861111;8,863329;0,002217669;;1,95399E-14;0,002217669;0,002217669
1232;8,863329;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3328 Win=511 Len=0;;;8,863329;8,865547;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1235;8,865547;;192,168,100,98;104,18,31,87;TCP;66;65410  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;8,865547;8,867764;0,002217669;;1,06581E-14;0,002217669;0,002217669
1237;8,867764;;104,18,31,87;192,168,100,98;TCP;66;443  >  65410 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;8,867764;8,869982;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1238;8,869982;;192,168,100,98;104,18,31,87;TCP;54;65410  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;8,869982;8,872200;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1239;8,872200;;192,168,100,98;104,18,31,87;TLSv1,3;571;Client Hello;;;8,872200;8,874417;0,002217669;;1,24345E-14;0,002217669;0,002217669
1242;8,874417;;104,18,31,87;192,168,100,98;TCP;54;443  >  65410 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;8,874417;8,876635;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1243;8,876635;;104,18,31,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;8,876635;8,878853;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1244;8,878853;;104,18,31,87;192,168,100,98;TCP;1466;443  >  65410 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;8,878853;8,881070;0,002217669;;1,77636E-15;0,002217669;0,002217669
1245;8,881070;;192,168,100,98;104,18,31,87;TCP;54;65410  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;8,881070;8,883288;0,002217669;;1,06581E-14;0,002217669;0,002217669
1246;8,883288;;104,18,31,87;192,168,100,98;TLSv1,3;1422;Application Data;;;8,883288;8,885506;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1247;8,885506;;192,168,100,98;104,18,31,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;8,885506;8,887723;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1248;8,887723;;192,168,100,98;104,18,31,87;TLSv1,3;2134;Application Data;;;8,887723;8,889941;0,002217669;;1,77636E-15;0,002217669;0,002217669
1249;8,889941;;192,168,100,98;104,18,31,87;TLSv1,3;563;Application Data;;;8,889941;8,892159;0,002217669;;1,06581E-14;0,002217669;0,002217669
1250;8,892159;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;8,892159;8,894376;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1251;8,894376;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;8,894376;8,896594;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1252;8,896594;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=4193 Ack=2678 Win=74752 Len=0;;;8,896594;8,898812;0,002217669;;1,77636E-15;0,002217669;0,002217669
1253;8,898812;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=4193 Ack=3187 Win=77824 Len=0;;;8,898812;8,901029;0,002217669;;1,06581E-14;0,002217669;0,002217669
1254;8,901029;;104,18,31,87;192,168,100,98;TLSv1,3;1370;Application Data, Application Data;;;8,901029;8,903247;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1255;8,903247;;104,18,31,87;192,168,100,98;TLSv1,3;81;Application Data;;;8,903247;8,905465;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1256;8,905465;;192,168,100,98;104,18,31,87;TCP;54;65410  >  443 [ACK] Seq=3187 Ack=5536 Win=131584 Len=0;;;8,905465;8,907682;0,002217669;;1,77636E-15;0,002217669;0,002217669
1257;8,907682;;192,168,100,98;104,18,30,87;TLSv1,3;78;Application Data;;;8,907682;8,909900;0,002217669;;1,06581E-14;0,002217669;0,002217669
1258;8,909900;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [FIN, ACK] Seq=2688 Ack=57540 Win=131584 Len=0;;;8,909900;8,912118;0,002217669;;-1,24345E-14;0,002217669;0,002217669
1259;8,912118;;104,18,30,87;192,168,100,98;TCP;56;443  >  65396 [ACK] Seq=57540 Ack=2688 Win=74752 Len=0;;;8,912118;8,914335;0,002217669;;1,77636E-15;0,002217669;0,002217669
1260;8,914335;;104,18,30,87;192,168,100,98;TCP;54;443  >  65396 [FIN, ACK] Seq=57540 Ack=2689 Win=74752 Len=0;;;8,914335;8,916553;0,002217669;;1,06581E-14;0,002217669;0,002217669
1261;8,916553;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2689 Ack=57541 Win=131584 Len=0;;;8,916553;8,918771;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1263;8,918771;;192,168,100,98;162.247.243.149;TCP;55;59495  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;8,918771;8,920988;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1264;8,920988;;192,168,100,98;104,16,55,40;TCP;55;59496  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU];;;8,920988;8,923206;0,002217669;;1,77636E-15;0,002217669;0,002217669
1265;8,923206;;192,168,100,98;162.247.243.238;TCP;55;59497  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;8,923206;8,925424;0,002217669;;1,06581E-14;0,002217669;0,002217669
1266;8,925424;;192,168,100,98;104,16,55,40;TCP;55;59502  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU];;;8,925424;8,927641;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1267;8,927641;;162.247.243.149;192,168,100,98;TCP;66;443  >  59495 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2;;;8,927641;8,929859;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1268;8,929859;;162.247.243.238;192,168,100,98;TCP;66;443  >  59497 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2;;;8,929859;8,932077;0,002217669;;1,77636E-15;0,002217669;0,002217669
1269;8,932077;;104,16,55,40;192,168,100,98;TCP;66;443  >  59502 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2;;;8,932077;8,934294;0,002217669;;1,06581E-14;0,002217669;0,002217669
1270;8,934294;;104,16,55,40;192,168,100,98;TCP;66;443  >  59496 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2;;;8,934294;8,936512;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1271;8,936512;;162.159.134.234;192,168,100,98;TLSv1,2;168;Application Data;;;8,936512;8,938730;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1272;8,938730;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3442 Win=511 Len=0;;;8,938730;8,940947;0,002217669;;1,77636E-15;0,002217669;0,002217669
1273;8,940947;;192,168,100,98;162.247.243.149;TCP;55;59503  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;8,940947;8,943165;0,002217669;;1,06581E-14;0,002217669;0,002217669
1274;8,943165;;162.247.243.149;192,168,100,98;TCP;66;443  >  59503 [ACK] Seq=1 Ack=2 Win=76 Len=0 SLE=1 SRE=2;;;8,943165;8,945383;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1275;8,945383;;162.159.134.234;192,168,100,98;TLSv1,2;102;Application Data;;;8,945383;8,947600;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1276;8,947600;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3490 Win=510 Len=0;;;8,947600;8,949818;0,002217669;;1,24345E-14;0,002217669;0,002217669
1277;8,949818;;162.159.134.234;192,168,100,98;TLSv1,2;269;Application Data;;;8,949818;8,952036;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1278;8,952036;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3705 Win=510 Len=0;;;8,952036;8,954253;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1279;8,954253;;162.159.134.234;192,168,100,98;TLSv1,2;222;Application Data;;;8,954253;8,956471;0,002217669;;1,77636E-15;0,002217669;0,002217669
1280;8,956471;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=3873 Win=509 Len=0;;;8,956471;8,958689;0,002217669;;1,06581E-14;0,002217669;0,002217669
1281;8,958689;;192,168,100,98;192.168.100.111;TCP;164;59360  >  8009 [PSH, ACK] Seq=221 Ack=221 Win=512 Len=110 [TCP segment of a reassembled PDU];;;8,958689;8,960906;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1282;8,960906;;192,168,100,98;192.168.100.111;TCP;164;59361  >  8009 [PSH, ACK] Seq=221 Ack=221 Win=512 Len=110 [TCP segment of a reassembled PDU];;;8,960906;8,963124;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1283;8,963124;;192.168.100.111;192,168,100,98;TCP;164;8009  >  59360 [PSH, ACK] Seq=221 Ack=331 Win=1419 Len=110 [TCP segment of a reassembled PDU];;;8,963124;8,965342;0,002217669;;1,77636E-15;0,002217669;0,002217669
1284;8,965342;;192.168.100.111;192,168,100,98;TCP;164;8009  >  59361 [PSH, ACK] Seq=221 Ack=331 Win=1436 Len=110 [TCP segment of a reassembled PDU];;;8,965342;8,967559;0,002217669;;1,95399E-14;0,002217669;0,002217669
1285;8,967559;;192,168,100,98;192.168.100.111;TCP;54;59361  >  8009 [ACK] Seq=331 Ack=331 Win=511 Len=0;;;8,967559;8,969777;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1286;8,969777;;192,168,100,98;192.168.100.111;TCP;54;59360  >  8009 [ACK] Seq=331 Ack=331 Win=512 Len=0;;;8,969777;8,971995;0,002217669;;7,10543E-15;0,002217669;0,002217669
1287;8,971995;;162.159.134.234;192,168,100,98;TLSv1,2;226;Application Data;;;8,971995;8,974212;0,002217669;;1,77636E-15;0,002217669;0,002217669
1288;8,974212;;192,168,100,98;104,16,55,40;TCP;66;65411  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;8,974212;8,976430;0,002217669;;1,06581E-14;0,002217669;0,002217669
1289;8,976430;;192,168,100,98;162.247.243.149;TCP;66;65412  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;8,976430;8,978648;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1290;8,978648;;104,16,55,40;192,168,100,98;TCP;66;443  >  65411 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;8,978648;8,980865;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1291;8,980865;;162.247.243.149;192,168,100,98;TCP;66;443  >  65412 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM=1 WS=1024;;;8,980865;8,983083;0,002217669;;1,24345E-14;0,002217669;0,002217669
1292;8,983083;;192,168,100,98;104,16,55,40;TCP;54;65411  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;8,983083;8,985301;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1293;8,985301;;192,168,100,98;162.247.243.149;TCP;54;65412  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;8,985301;8,987518;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1294;8,987518;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=4045 Win=508 Len=0;;;8,987518;8,989736;0,002217669;;1,77636E-15;0,002217669;0,002217669
1295;8,989736;;192,168,100,98;104,16,55,40;TLSv1,3;571;Client Hello;;;8,989736;8,991954;0,002217669;;1,95399E-14;0,002217669;0,002217669
1296;8,991954;;192,168,100,98;162.247.243.149;TLSv1,3;571;Client Hello;;;8,991954;8,994171;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1297;8,994171;;104,16,55,40;192,168,100,98;TCP;54;443  >  65411 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;8,994171;8,996389;0,002217669;;7,10543E-15;0,002217669;0,002217669
1298;8,996389;;162.247.243.149;192,168,100,98;TCP;54;443  >  65412 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;8,996389;8,998607;0,002217669;;2,30926E-14;0,002217669;0,002217669
1299;8,998607;;104,16,55,40;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;8,998607;9,000824;0,002217669;;-3,19744E-14;0,002217669;0,002217669
1300;9,000824;;104,16,55,40;192,168,100,98;TCP;1466;443  >  65411 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;9,000824;9,003042;0,002217669;;1,06581E-14;0,002217669;0,002217669
1301;9,003042;;104,16,55,40;192,168,100,98;TLSv1,3;715;Application Data;;;9,003042;9,005260;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1302;9,005260;;192,168,100,98;104,16,55,40;TCP;54;65411  >  443 [ACK] Seq=518 Ack=3486 Win=131584 Len=0;;;9,005260;9,007477;0,002217669;;1,24345E-14;0,002217669;0,002217669
1303;9,007477;;192,168,100,98;104,16,55,40;TLSv1,3;134;Change Cipher Spec, Application Data;;;9,007477;9,009695;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1304;9,009695;;192,168,100,98;104,16,55,40;TLSv1,3;473;Application Data;;;9,009695;9,011913;0,002217669;;0;0,002217669;0,002217669
1305;9,011913;;192,168,100,98;104,16,55,40;TLSv1,3;536;Application Data;;;9,011913;9,014130;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1306;9,014130;;162.247.243.149;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;9,014130;9,016348;0,002217669;;2,13163E-14;0,002217669;0,002217669
1307;9,016348;;162.247.243.149;192,168,100,98;TCP;1466;443  >  65412 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;9,016348;9,018566;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1308;9,018566;;162.247.243.149;192,168,100,98;TLSv1,3;701;Application Data;;;9,018566;9,020783;0,002217669;;8,88178E-15;0,002217669;0,002217669
1309;9,020783;;192,168,100,98;162.247.243.149;TCP;54;65412  >  443 [ACK] Seq=518 Ack=3472 Win=131072 Len=0;;;9,020783;9,023001;0,002217669;;1,95399E-14;0,002217669;0,002217669
1310;9,023001;;192,168,100,98;162.247.243.149;TLSv1,3;134;Change Cipher Spec, Application Data;;;9,023001;9,025219;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1311;9,025219;;192,168,100,98;162.247.243.149;TLSv1,3;383;Application Data;;;9,025219;9,027436;0,002217669;;1,06581E-14;0,002217669;0,002217669
1312;9,027436;;192,168,100,98;162.247.243.149;TLSv1,3;439;Application Data;;;9,027436;9,029654;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1313;9,029654;;104,16,55,40;192,168,100,98;TCP;56;443  >  65411 [ACK] Seq=3486 Ack=598 Win=68608 Len=0;;;9,029654;9,031872;0,002217669;;1,24345E-14;0,002217669;0,002217669
1314;9,031872;;104,16,55,40;192,168,100,98;TCP;56;443  >  65411 [ACK] Seq=3486 Ack=1017 Win=71680 Len=0;;;9,031872;9,034089;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1315;9,034089;;104,16,55,40;192,168,100,98;TCP;56;443  >  65411 [ACK] Seq=3486 Ack=1499 Win=74752 Len=0;;;9,034089;9,036307;0,002217669;;-1,77636E-14;0,002217669;0,002217669
1316;9,036307;;162.247.243.149;192,168,100,98;TCP;56;443  >  65412 [ACK] Seq=3472 Ack=598 Win=68608 Len=0;;;9,036307;9,038525;0,002217669;;2,84217E-14;0,002217669;0,002217669
1317;9,038525;;162.247.243.149;192,168,100,98;TCP;56;443  >  65412 [ACK] Seq=3472 Ack=927 Win=71680 Len=0;;;9,038525;9,040742;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1318;9,040742;;162.247.243.149;192,168,100,98;TCP;56;443  >  65412 [ACK] Seq=3472 Ack=1312 Win=74752 Len=0;;;9,040742;9,042960;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1319;9,042960;;192,168,100,98;35,186,224,47;TLSv1,2;97;Application Data;;;9,042960;9,045178;0,002217669;;1,06581E-14;0,002217669;0,002217669
1320;9,045178;;104,16,55,40;192,168,100,98;TLSv1,3;966;Application Data, Application Data;;;9,045178;9,047395;0,002217669;;1,95399E-14;0,002217669;0,002217669
1321;9,047395;;35,186,224,47;192,168,100,98;TCP;54;443  >  61456 [ACK] Seq=1 Ack=44 Win=272 Len=0;;;9,047395;9,049613;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1322;9,049613;;192,168,100,98;104,18,30,87;TLSv1,3;78;Application Data;;;9,049613;9,051831;0,002217669;;1,06581E-14;0,002217669;0,002217669
1323;9,051831;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [FIN, ACK] Seq=2688 Ack=51708 Win=131584 Len=0;;;9,051831;9,054048;0,002217669;;0;0,002217669;0,002217669
1324;9,054048;;104,18,30,87;192,168,100,98;TCP;56;443  >  65397 [ACK] Seq=51708 Ack=2688 Win=74752 Len=0;;;9,054048;9,056266;0,002217669;;1,95399E-14;0,002217669;0,002217669
1325;9,056266;;104,18,30,87;192,168,100,98;TCP;56;[TCP Previous segment not captured] 443  >  65397 [ACK] Seq=51709 Ack=2689 Win=74752 Len=0;;;9,056266;9,058484;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1326;9,058484;;104,18,30,87;192,168,100,98;TCP;54;[TCP Out-Of-Order] 443  >  65397 [FIN, ACK] Seq=51708 Ack=2688 Win=74752 Len=0;;;9,058484;9,060701;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1327;9,060701;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2689 Ack=51709 Win=131584 Len=0;;;9,060701;9,062919;0,002217669;;2,84217E-14;0,002217669;0,002217669
1328;9,062919;;192,168,100,98;104,16,55,40;TCP;54;65411  >  443 [ACK] Seq=1499 Ack=4398 Win=130560 Len=0;;;9,062919;9,065137;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1329;9,065137;;162.247.243.149;192,168,100,98;TLSv1,3;1093;Application Data, Application Data;;;9,065137;9,067354;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1330;9,067354;;192,168,100,98;104,18,30,87;TLSv1,3;78;Application Data;;;9,067354;9,069572;0,002217669;;1,06581E-14;0,002217669;0,002217669
1331;9,069572;;192,168,100,98;104,18,30,87;TCP;54;65398  >  443 [FIN, ACK] Seq=2688 Ack=12232 Win=131584 Len=0;;;9,069572;9,071790;0,002217669;;1,95399E-14;0,002217669;0,002217669
1332;9,071790;;104,18,30,87;192,168,100,98;TCP;56;443  >  65398 [ACK] Seq=12232 Ack=2688 Win=74752 Len=0;;;9,071790;9,074007;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1333;9,074007;;35,186,224,47;192,168,100,98;TLSv1,2;94;Application Data;;;9,074007;9,076225;0,002217669;;1,95399E-14;0,002217669;0,002217669
1334;9,076225;;104,18,30,87;192,168,100,98;TCP;54;443  >  65398 [FIN, ACK] Seq=12232 Ack=2689 Win=74752 Len=0;;;9,076225;9,078443;0,002217669;;-1,77636E-14;0,002217669;0,002217669
1335;9,078443;;192,168,100,98;104,18,30,87;TCP;54;65398  >  443 [ACK] Seq=2689 Ack=12233 Win=131584 Len=0;;;9,078443;9,080661;0,002217669;;2,84217E-14;0,002217669;0,002217669
1336;9,080661;;192,168,100,98;162.247.243.149;TCP;54;65412  >  443 [ACK] Seq=1312 Ack=4511 Win=130048 Len=0;;;9,080661;9,082878;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1337;9,082878;;162.159.134.234;192,168,100,98;TLSv1,2;170;Application Data;;;9,082878;9,085096;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1338;9,085096;;192,168,100,98;35,186,224,47;TCP;54;61456  >  443 [ACK] Seq=44 Ack=41 Win=512 Len=0;;;9,085096;9,087314;0,002217669;;3,01981E-14;0,002217669;0,002217669
1339;9,087314;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=4161 Win=514 Len=0;;;9,087314;9,089531;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1340;9,089531;;172,65,217,212;192,168,100,98;TLSv1,2;382;[TCP Previous segment not captured] , Application Data;;;9,089531;9,091749;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1341;9,091749;;192,168,100,98;172,65,217,212;TCP;54;[TCP ACKed unseen segment] 59535  >  5223 [ACK] Seq=1 Ack=330 Win=512 Len=0;;;9,091749;9,093967;0,002217669;;1,06581E-14;0,002217669;0,002217669
1342;9,093967;;162.159.134.234;192,168,100,98;TLSv1,2;278;Application Data;;;9,093967;9,096184;0,002217669;;1,95399E-14;0,002217669;0,002217669
1343;9,096184;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=4385 Win=513 Len=0;;;9,096184;9,098402;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1344;9,098402;;162.159.134.234;192,168,100,98;TLSv1,2;101;Application Data;;;9,098402;9,100620;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1345;9,100620;;192,168,100,98;104,18,24,250;TLSv1,2;82;Application Data;;;9,100620;9,102837;0,002217669;;1,77636E-15;0,002217669;0,002217669
1346;9,102837;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=4432 Win=513 Len=0;;;9,102837;9,105055;0,002217669;;1,06581E-14;0,002217669;0,002217669
1347;9,105055;;104,18,24,250;192,168,100,98;TLSv1,2;78;Application Data;;;9,105055;9,107273;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1348;9,107273;;192,168,100,98;104,18,24,250;TCP;54;59536  >  443 [ACK] Seq=29 Ack=25 Win=510 Len=0;;;9,107273;9,109490;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1367;9,109490;;192,168,100,98;118,97,159,51;TCP;55;51246  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;9,109490;9,111708;0,002217669;;1,95399E-14;0,002217669;0,002217669
1368;9,111708;;118,97,159,51;192,168,100,98;TCP;66;443  >  51246 [ACK] Seq=1 Ack=2 Win=245 Len=0 SLE=1 SRE=2;;;9,111708;9,113926;0,002217669;;1,77636E-15;0,002217669;0,002217669
1369;9,113926;;162.159.134.234;192,168,100,98;TLSv1,2;419;Application Data;;;9,113926;9,116143;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1370;9,116143;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=4797 Win=511 Len=0;;;9,116143;9,118361;0,002217669;;1,95399E-14;0,002217669;0,002217669
1372;9,118361;;162.159.134.234;192,168,100,98;TLSv1,2;324;Application Data;;;9,118361;9,120579;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1373;9,120579;;192,168,100,98;118,97,158,11;TCP;55;59474  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;9,120579;9,122796;0,002217669;;1,06581E-14;0,002217669;0,002217669
1374;9,122796;;118,97,158,11;192,168,100,98;TCP;54;443  >  59474 [RST] Seq=1 Win=0 Len=0;;;9,122796;9,125014;0,002217669;;-1,24345E-14;0,002217669;0,002217669
1375;9,125014;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5067 Win=510 Len=0;;;9,125014;9,127232;0,002217669;;1,77636E-15;0,002217669;0,002217669
1381;9,127232;;192,168,100,98;13,107,42,16;TCP;55;65386  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU];;;9,127232;9,129449;0,002217669;;1,06581E-14;0,002217669;0,002217669
1382;9,129449;;13,107,42,16;192,168,100,98;TCP;66;443  >  65386 [ACK] Seq=1 Ack=2 Win=16382 Len=0 SLE=1 SRE=2;;;9,129449;9,131667;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1383;9,131667;;162.159.134.234;192,168,100,98;TLSv1,2;102;Application Data;;;9,131667;9,133885;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1384;9,133885;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5115 Win=510 Len=0;;;9,133885;9,136102;0,002217669;;1,95399E-14;0,002217669;0,002217669
1385;9,136102;;162.159.134.234;192,168,100,98;TLSv1,2;138;Application Data;;;9,136102;9,138320;0,002217669;;1,77636E-15;0,002217669;0,002217669
1386;9,138320;;192,168,100,98;192.168.100.111;TCP;164;59360  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=512 Len=110 [TCP segment of a reassembled PDU];;;9,138320;9,140538;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1387;9,140538;;192,168,100,98;192.168.100.111;TCP;164;59361  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=511 Len=110 [TCP segment of a reassembled PDU];;;9,140538;9,142755;0,002217669;;1,95399E-14;0,002217669;0,002217669
1388;9,142755;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5199 Win=510 Len=0;;;9,142755;9,144973;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1389;9,144973;;162.159.134.234;192,168,100,98;TLSv1,2;409;Application Data;;;9,144973;9,147191;0,002217669;;1,06581E-14;0,002217669;0,002217669
1390;9,147191;;192.168.100.111;192,168,100,98;TCP;164;8009  >  59360 [PSH, ACK] Seq=331 Ack=441 Win=1419 Len=110 [TCP segment of a reassembled PDU];;;9,147191;9,149408;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1391;9,149408;;192.168.100.111;192,168,100,98;TCP;164;8009  >  59361 [PSH, ACK] Seq=331 Ack=441 Win=1436 Len=110 [TCP segment of a reassembled PDU];;;9,149408;9,151626;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1392;9,151626;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5554 Win=508 Len=0;;;9,151626;9,153844;0,002217669;;1,77636E-15;0,002217669;0,002217669
1393;9,153844;;192,168,100,98;192.168.100.111;TCP;54;59360  >  8009 [ACK] Seq=441 Ack=441 Win=511 Len=0;;;9,153844;9,156061;0,002217669;;1,06581E-14;0,002217669;0,002217669
1394;9,156061;;192,168,100,98;192.168.100.111;TCP;54;59361  >  8009 [ACK] Seq=441 Ack=441 Win=511 Len=0;;;9,156061;9,158279;0,002217669;;-2,13163E-14;0,002217669;0,002217669
